GEOID,DU_WeightedFrequency,StdErrWgtFreq,MOE_freq,DUpercent_prevalenceinPUMA,StdErrofRowPercent,MOE_percent,CV_Percent,Poordu_WeightedFrequency,Poordu_StdErrWgtFreq,Poordu_MOE_freq,Poordu_percent,Poordu_StdErrofRowPercent,Poordu_MOE_percent,Poordu_CV_Percent,Renter_DU_WeightedFrequency,Renter_StdErrWgtFreq,Renter_MOE_freq,Renter_percent,Renter_StdErrofRowPercent,Renter_MOE_percent,Renter_CV_Percent,White_DU_WeightedFrequency,White_StdErrWgtFreq,White_MOE_freq,White_percent,White_StdErrofRowPercent,White_MOE_percent,White_CV_Percent,Black_DU_WeightedFrequency,Black_StdErrWgtFreq,Black_MOE_freq,Black_percent,Black_StdErrofRowPercent,Black_MOE_percent,Black_CV_Percent,AIAN_DU_WeightedFrequency,AIAN_StdErrWgtFreq,AIAN_MOE_freq,AIAN_percent,AIAN_StdErrofRowPercent,AIAN_MOE_percent,AIAN_CV_Percent,Asian_DU_WeightedFrequency,Asian_StdErrWgtFreq,Asian_MOE_freq,Asian_percent,Asian_StdErrofRowPercent,Asian_MOE_percent,Asian_CV_Percent,NHOPI_DU_WeightedFrequency,NHOPI_StdErrWgtFreq,NHOPI_MOE_freq,NHOPI_percent,NHOPI_StdErrofRowPercent,NHOPI_MOE_percent,NHOPI_CV_Percent,Hispanic_DU_WeightedFrequency,Hispanic_StdErrWgtFreq,Hispanic_MOE_freq,Hispanic_percent,Hispanic_StdErrofRowPercent,Hispanic_MOE_percent,Hispanic_CV_Percent,Other_DU_WeightedFrequency,Other_StdErrWgtFreq,Other_MOE_freq,Other_percent,Other_StdErrofRowPercent,Other_MOE_percent,Other_CV_Percent,Multi_DU_WeightedFrequency,Multi_StdErrWgtFreq,Multi_MOE_freq,Multi_percent,Multi_StdErrofRowPercent,Multi_MOE_percent,Multi_CV_Percent,White_Poordu_WeightedFrequency,White_Poordu_StdErrWgtFreq,White_Poordu_MOE_freq,White_Poordu_percent,White_Poordu_StdErrofRowPercent,White_Poordu_MOE_percent,White_Poordu_CV_Percent,Black_Poordu_WeightedFrequency,Black_Poordu_StdErrWgtFreq,Black_Poordu_MOE_freq,Black_Poordu_percent,Black_Poordu_StdErrofRowPercent,Black_Poordu_MOE_percent,Black_Poordu_CV_Percent,AIAN_Poordu_WeightedFrequency,AIAN_Poordu_StdErrWgtFreq,AIAN_Poordu_MOE_freq,AIAN_Poordu_percent,AIAN_Poordu_StdErrofRowPercent,AIAN_Poordu_MOE_percent,AIAN_Poordu_CV_Percent,Asian_Poordu_WeightedFrequency,Asian_Poordu_StdErrWgtFreq,Asian_Poordu_MOE_freq,Asian_Poordu_percent,Asian_Poordu_StdErrofRowPercent,Asian_Poordu_MOE_percent,Asian_Poordu_CV_Percent,NHOPI_Poordu_WeightedFrequency,NHOPI_Poordu_StdErrWgtFreq,NHOPI_Poordu_MOE_freq,NHOPI_Poordu_percent,NHOPI_Poordu_StdErrofRowPercent,NHOPI_Poordu_MOE_percent,NHOPI_Poordu_CV_Percent,Hisp_Poordu_WeightedFrequency,Hisp_Poordu_StdErrWgtFreq,Hisp_Poordu_MOE_freq,Hisp_Poordu_percent,Hisp_Poordu_StdErrofRowPercent,Hisp_Poordu_MOE_percent,Hisp_Poordu_CV_Percent,Other_Poordu_WeightedFrequency,Other_Poordu_StdErrWgtFreq,Other_Poordu_MOE_freq,Other_Poordu_percent,Other_Poordu_StdErrofRowPercent,Other_Poordu_MOE_percent,Other_Poordu_CV_Percent,Multi_Poordu_WeightedFrequency,Multi_Poordu_StdErrWgtFreq,Multi_Poordu_MOE_freq,Multi_Poordu_percent,Multi_Poordu_StdErrofRowPercent,Multi_Poordu_MOE_percent,Multi_Poordu_CV_Percent
0100100,1995,491.75631,808.93913,1.1014,0.2545,0.4186525,0.2311,1995,491.75631,808.93913,6.9151,1.4162,2.329649,0.2048,548,152.07893,250.1698399,1.1004,0.3103,0.5104435,0.282,1696,490.91973,807.5629559,1.1597,0.3094,0.508963,0.2668,254,108.86355,179.0805398,1.3589,0.6389,1.0509905,0.4702,,,,,,,,,,,,,,,,,,,,,,12,12,19.74,0.106,0.114,0.18753,1.0754,,,,,,,,45,24.0964,39.638578,0.5673,0.3265,0.5370925,0.5755,1696,490.91973,807.5629559,8.5068,2.0875,3.4339375,0.2454,254,108.86355,179.0805398,5.3939,2.5681,4.2245245,0.4761,,,,,,,,,,,,,,,,,,,,,,12,12,19.74,0.3347,0.3738,0.614901,1.1167,,,,,,,,45,24.0964,39.638578,3.3235,2.2625,3.7218125,0.6808
0100200,167,125.06108,205.7254766,0.1598,0.1119,0.1840755,0.7002,167,125.06108,205.7254766,1.9512,1.2389,2.0379905,0.6349,25,25,41.125,0.1301,0.1229,0.2021705,0.9443,41,26.52443,43.63268735,0.0518,0.0317,0.0521465,0.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,126,207.27,1.6575,1.6671,2.7423795,1.0058,126,126,207.27,4.1366,3.7788,6.216126,0.9135,,,,,,,,41,26.52443,43.63268735,0.6338,0.3721,0.6121045,0.5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,126,207.27,5.8714,6.1668,10.144386,1.0503,126,126,207.27,27.2138,20.9503,34.4632435,0.7698,,,,,,,
0100300,1090,253.36786,416.7901297,0.7053,0.1933,0.3179785,0.2741,1090,253.36786,416.7901297,6.146,1.6743,2.7542235,0.2724,516,205.17841,337.5184845,1.4704,0.6163,1.0138135,0.4191,772,255.40698,420.1444821,0.6597,0.2508,0.412566,0.3801,308,171.94291,282.846087,1.708,0.9042,1.487409,0.5294,,,,,,,,,,,,,,,,,,,,,,5,3.45096,5.6768292,0.037,0.0233,0.0383285,0.6308,2,2,3.29,0.0411,0.0392,0.064484,0.9556,8,5.5922,9.199169,0.0686,0.0486,0.079947,0.7083,772,255.40698,420.1444821,6.2866,2.268,3.73086,0.3608,308,171.94291,282.846087,9.5415,4.0794,6.710613,0.4275,,,,,,,,,,,,,,,,,,,,,,5,3.41565,5.61874425,0.239,0.1539,0.2531655,0.6438,2,2,3.29,0.4386,0.4498,0.739921,1.0255,8,5.56776,9.1589652,0.4926,0.3475,0.5716375,0.7054
0100400,423,147.53336,242.6923772,0.3669,0.1343,0.2209235,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0100402,884,274.26066,451.1587857,0.5639,0.1749,0.2877105,0.3101,884,274.26066,451.1587857,4.5614,1.3117,2.1577465,0.2876,363,162.85046,267.8890067,0.7022,0.2799,0.4604355,0.3986,307,154.16019,253.5935126,0.36870000000000003,0.1956,0.321762,0.5306,524,197.16537,324.3370337,0.9709,0.3493,0.5745985,0.3598,,,,,,,,53,36.64448,60.2801696,0.8972,0.6499,1.0690855,0.7243,,,,,,,,95,95,156.275,0.8983,0.7727,1.2710915,0.8602,,,,,,,,,,,,,,,307,154.16019,253.5935126,5.1884,2.5393,4.1771485,0.4894,524,197.16537,324.3370337,4.8264,1.8496,3.042592,0.3832,,,,,,,,53,35.22783,57.94978035,9.4982,5.9727,9.8250915,0.6288,,,,,,,,95,95,156.275,4.7548,3.8881,6.3959245,0.8177,,,,,,,,,,,,,,
0100403,655,177.4637,291.9277865,0.6503,0.191,0.314195,0.2937,655,177.4637,291.9277865,4.1861,1.2588,2.070726,0.3007,570,150.19624,247.0728148,1.5237,0.4484,0.737618,0.2943,420,170.23193,280.0315249,0.5974,0.2446,0.402367,0.4094,235,111.40548,183.2620146,1.3705,0.6534,1.074843,0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,170.23193,280.0315249,6.2167,2.3907,3.9327015,0.3846,235,111.40548,183.2620146,3.482,1.5557,2.5591265,0.4468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0100501,911,312.7943,514.5466235,0.8248,0.2666,0.438557,0.3232,911,312.7943,514.5466235,5.8593,1.9375,3.1871875,0.3307,134,54.86844,90.2585838,0.5211,0.2144,0.352688,0.4114,727,267.16883,439.4927254,0.7959,0.27,0.44415,0.3393,41,36.85228,60.6220006,1.6998,1.5436,2.539222,0.9081,12,12,19.74,0.9252,0.9035,1.4862575,0.9765,,,,,,,,,,,,,,,50,31.32817,51.53483965,0.2942,0.1609,0.2646805,0.547,31,29.92567,49.22772715,0.4322,0.3575,0.5880875,0.8272,100,97.83846,160.94426669999999,1.3517,1.2238,2.013151,0.9054,727,267.16883,439.4927254,6.3638,2.2346,3.675917,0.3511,41,36.81576,60.5619252,11.7143,10.8257,17.8082765,0.9241,12,12,19.74,10.6195,12.3331,20.2879495,1.1614,,,,,,,,,,,,,,,50,31.32817,51.53483965,1.1688,0.6939,1.1414655,0.5937,31,29.84962,49.1026249,1.2852,1.0891,1.7915695,0.8474,100,97.82024,160.9142948,8.0515,7.8916,12.981682,0.9801
0100600,1353,265.64416,436.9846432,1.0984,0.1741,0.2863945,0.1585,1353,265.64416,436.9846432,6.261,1.1044,1.816738,0.1764,603,228.40216,375.7215532,2.1509,0.7413,1.2194385,0.3446,961,244.86193,402.7978749,0.9309,0.2087,0.3433115,0.2241,124,87.36132,143.7093714,5.1155,3.8189,6.2820905,0.7465,5,5,8.225,0.2641,0.2791,0.4591195,1.0567,,,,,,,,,,,,,,,263,155.48487,255.7726112,1.9123000000000001,1.1018,1.812461,0.5762,231,156.51053,257.4598219,2.6999,1.734,2.85243,0.6423,32,32,52.64,0.477,0.4619,0.7598255,0.9684,961,244.86193,402.7978749,6.2909,1.4159,2.3291555,0.2251,124,86.91247,142.9710132,20.7705,11.9094,19.590963,0.5734,5,5,8.225,1.0331,1.261,2.074345,1.2206,,,,,,,,,,,,,,,263,154.27443,253.7814374,4.3536,2.3284,3.830218,0.5348,231,154.79341,254.6351595,5.4843,3.0133,4.9568785,0.5494,32,32,52.64,3.1715,3.3851,5.5684895,1.0674
0100700,1569,352.09851,579.202049,1.2388,0.2816,0.463232,0.2273,1569,352.09851,579.202049,7.7086,1.5104,2.484608,0.1959,551,256.86838,422.5484851,1.9731,0.96,1.5792,0.4866,934,216.94155,356.8688498,0.921,0.2037,0.3350865,0.2211,423,209.86294,345.2245363,2.6955,1.3447,2.2120315,0.4989,21,21,34.545,3.3439,3.8486,6.330947,1.1509,,,,,,,,,,,,,,,187,70.90775,116.6432488,3.3767,1.4824,2.438548,0.439,115,64.56216,106.2047532,3.2513,1.9342,3.181759,0.5949,76,28.61659,47.07429055,1.5926,0.6159,1.0131555,0.3867,934,216.94155,356.8688498,6.827,1.2278,2.019731,0.1798,423,209.86294,345.2245363,10.5329,4.0008,6.581316,0.3798,21,21,34.545,6.6038,8.703,14.316435,1.3179,,,,,,,,,,,,,,,187,69.12597,113.7122207,12.5926,5.2952,8.710604,0.4205,115,62.33177,102.5357617,14.7436,8.8295,14.5245275,0.5989,76,27.88548,45.8716146,5.2342,1.4301,2.3525145,0.2732
0100800,859,182.32115,299.9182918,0.7661,0.1533,0.25217850000000003,0.2001,859,182.32115,299.9182918,4.3777,0.9313,1.5319885,0.2127,374,145.12315,238.7275818,1.2115,0.4714,0.775453,0.3891,294,110.61974,181.9694723,0.3671,0.1351,0.2222395,0.368,302,130.16772,214.1258994,1.2571,0.5454,0.897183,0.4339,,,,,,,,,,,,,,,,,,,,,,239,147.74271,243.036758,4.7591,2.8656,4.713912,0.6021,253,170.08175,279.7844788,10.6661,5.7864,9.518628,0.5425,10,10,16.45,0.2406,0.2443,0.4018735,1.0152,294,110.61974,181.9694723,2.7227,1.0302,1.694679,0.3784,302,130.16772,214.1258994,4.5813,1.6079,2.6449955,0.351,,,,,,,,,,,,,,,,,,,,,,239,143.9618,236.817161,15.7652,6.1137,10.0570365,0.3878,253,155.3834,255.605693,26.1905,6.5535,10.7805075,0.2502,10,10,16.45,1.0246,1.12,1.8424,1.0931
0100900,1815,498.02327,819.2482792,1.2133,0.3017,0.4962965,0.2486,1815,498.02327,819.2482792,9.9709,2.225,3.660125,0.2231,540,226.26613,372.2077839,2.0342,0.8152,1.341004,0.4008,1410,440.10949,723.9801111,1.0775,0.2995,0.4926775,0.278,236,130.28919,214.3257176,2.52,1.458,2.39841,0.5786,,,,,,,,,,,,,,,,,,,,,,81,62.33852,102.5468654,0.9439,0.7551,1.2421395,0.79990000000000006,81,61.93994,101.8912013,2.8322,2.3696,3.897992,0.8367,88,63.08566,103.7759107,1.7048,1.2043,1.9810735,0.7064,1410,440.10949,723.9801111,9.509,2.4326,4.001627,0.2558,236,127.50773,209.7502159,15.1768,6.9692,11.464334,0.4592,,,,,,,,,,,,,,,,,,,,,,81,61.93994,101.8912013,3.0056,2.6298,4.326021,0.875,81,60.1548,98.954646,7.7735,6.7965,11.1802425,0.8743,88,62.40393,102.6544649,15.8559,9.8723,16.2399335,0.6226
0101000,1763,421.83872,693.9246944,1.2582,0.2707,0.4453015,0.2151,1763,421.83872,693.9246944,9.706,1.7691,2.9101695,0.1823,884,419.72025,690.4398113,2.9601,1.2749,2.0972105,0.4307,1501,383.9871,631.6587795,1.1685,0.2911,0.4788595,0.2491,,,,,,,,,,,,,,,55,36.0773,59.3471585,11.1336,6.7236,11.060322,0.6039,,,,,,,,150,150,246.75,2.5105,2.2916,3.769682,0.9128,150,150,246.75,7.9197,6.7384,11.084668,0.8508,57,54.85435,90.23540575,0.8501,0.7433,1.2227285,0.8743,1501,383.9871,631.6587795,9.1917,1.8972,3.120894,0.2064,,,,,,,,,,,,,,,55,27.62245,45.43893025,69.6203,25.2736,41.575072,0.363,,,,,,,,150,150,246.75,24,22.5856,37.153312,0.9411,150,150,246.75,64.9351,14.9197,24.5429065,0.2298,57,54.85435,90.23540575,6.4117,3.4574,5.687423,0.5392
0101100,2577,706.02826,1161.416488,2.1794,0.5167,0.8499715,0.2371,2577,706.02826,1161.416488,10.8182,2.3273,3.8284085,0.2151,1086,250.63483,412.2942954,3.8922,0.721,1.186045,0.1852,434,152.26174,250.4705623,0.6394,0.2651,0.4360895,0.4145,2106,705.5667,1160.657222,4.616,1.1792,1.939784,0.2555,,,,,,,,,,,,,,,,,,,,,,22,22,36.19,0.9932,1.0394,1.709813,1.0465,,,,,,,,37,37,60.865,1.1138,1.0762,1.770349,0.9663,434,152.26174,250.4705623,5.6261,2.1412,3.522274,0.3806,2106,705.5667,1160.657222,14.2317,3.0469,5.0121505,0.2141,,,,,,,,,,,,,,,,,,,,,,22,22,36.19,2.5,3.455,5.683475,1.382,,,,,,,,37,37,60.865,6.0656,6.2708,10.315466,1.0338
0101201,499,174.2253,286.6006185,0.4971,0.1692,0.278334,0.3404,499,174.2253,286.6006185,4.945,1.5632,2.571464,0.3161,115,45.58608,74.9891016,0.9003,0.3723,0.6124335,0.4135,425,171.25712,281.7179624,0.5503,0.2161,0.3554845,0.3927,73,35.12445,57.77972025,0.4383,0.2161,0.3554845,0.493,1,1,1.645,0.7246,0.8661,1.4247345,1.1952,,,,,,,,,,,,,,,15,15,24.675,0.3185,0.3411,0.5611095,1.0711,,,,,,,,,,,,,,,425,171.25712,281.7179624,6.5274,2.2457,3.6941765,0.344,73,35.12445,57.77972025,3.3032,1.3293,2.1866985,0.4024,1,0,0,100,0,0,0,,,,,,,,,,,,,,,15,15,24.675,1.2029,1.5776,2.595152,1.3115,,,,,,,,,,,,,,
0101202,1390,564.79602,929.0894529,1.1599,0.442,0.72709,0.3811,1390,564.79602,929.0894529,5.0224,1.6934,2.785643,0.3372,439,186.97666,307.5766057,0.7207,0.2893,0.4758985,0.4015,368,310.2269,510.3232505,0.65,0.5571,0.9164295,0.857,848,296.71045,488.0886903,1.577,0.4866,0.800457,0.3086,25,25,41.125,8.0128,7.4628,12.276306,0.9314,,,,,,,,,,,,,,,104,80.44253,132.3279619,1.4729,0.9871,1.6237795,0.6702,79,79,129.955,3.4741,3.8293,6.2991985,1.1022,70,70,115.15,1.6444,1.6928,2.784656,1.0295,368,310.2269,510.3232505,3.4829,2.8541,4.6949945,0.8195,848,296.71045,488.0886903,5.8194,1.4381,2.3656745,0.2471,25,25,41.125,26.5957,13.0149,21.4095105,0.4894,,,,,,,,,,,,,,,104,79.38334,130.5855943,7.6809,6.5385,10.7558325,0.8513,79,79,129.955,11.3019,16.1326,26.538127,1.4274,70,70,115.15,8.0183,8.5998,14.146671,1.0725
0101301,1586,488.38993,803.4014349,1.3715,0.389,0.639905,0.2836,1586,488.38993,803.4014349,9.6772,2.3872,3.926944,0.2467,640,256.46407,421.8833952,2.48,0.9169,1.5083005,0.3697,1314,439.92603,723.6783194,1.4634,0.4713,0.7752885,0.322,198,100.63254,165.5405283,1.0006,0.421,0.692545,0.4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,37.58457,61.82661765,1.781,0.7679,1.2631955,0.43120000000000003,1314,439.92603,723.6783194,12.0055,3.2566,5.357107,0.2713,198,100.63254,165.5405283,5.1216,2.6621,4.3791545,0.5198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,37.58457,61.82661765,5.8637,2.0986,3.452197,0.3579
0101401,2747,825.28601,1357.595486,2.3314,0.6658,1.095241,0.2856,2747,825.28601,1357.595486,12.9992,3.4837,5.7306865,0.268,1293,538.51538,885.8578001,4.3646,1.7252,2.837954,0.3953,391,188.85757,310.6707027,0.7555,0.3503,0.5762435,0.4636,1756,607.94438,1000.068505,3.1409,1.1146,1.833517,0.3549,18,18,29.61,10,11.2652,18.531254,1.1265,,,,,,,,,,,,,,,539,451.0878,742.039431,7.8173,6.3233,10.4018285,0.8089,133,133,218.785,3.8273,3.9481,6.4946245,1.0315,449,333.76679,549.0463696,10.0967,7.061,11.615345,0.6993,391,188.85757,310.6707027,6.6758,2.8523,4.6920335,0.4273,1756,607.94438,1000.068505,15.913,4.6151,7.5918395,0.29,18,18,29.61,19.1489,26.6411,43.8246095,1.3913,,,,,,,,,,,,,,,539,447.31309,735.8300331,14.5952,12.6418,20.795761,0.8662,133,133,218.785,6.7206,7.8637,12.9357865,1.1701,449,329.51707,542.0555802,26.5053,16.3248,26.854296,0.6159
0101402,1119,455.55511,749.388156,0.8858,0.3441,0.5660445,0.3884,1119,455.55511,749.388156,6.2423,2.4636,4.052622,0.3947,754,370.58332,609.6095614,2.2634,0.9448,1.554196,0.4174,107,37.32292,61.3962034,0.1722,0.0547,0.0899815,0.3179,955,427.16348,702.6839246,1.7743,0.7067,1.1625215,0.3983,,,,,,,,,,,,,,,,,,,,,,57,57,93.765,0.9929,0.9676,1.591702,0.9746,57,57,93.765,1.344,1.311,2.156595,0.9754,,,,,,,,107,37.32292,61.3962034,2.2213,0.584,0.96068,0.2629,955,427.16348,702.6839246,8.0809,3.4426,5.663077,0.426,,,,,,,,,,,,,,,,,,,,,,57,57,93.765,5.7114,6.1392,10.098984,1.0749,57,57,93.765,11.5619,15.0205,24.7087225,1.2991,,,,,,,
0101403,4074,639.76672,1052.416254,2.3123,0.2274,0.374073,0.0984,4074,639.76672,1052.416254,9.2381,0.966,1.58907,0.1046,1942,418.46169,688.3694801,2.2394,0.4128,0.679056,0.1843,217,131.39081,216.1378825,0.569,0.3149,0.5180105,0.5534,3803,591.46375,972.9578688,3.0731,0.3384,0.556668,0.1101,,,,,,,,,,,,,,,,,,,,,,36,25.36999,41.73363355,0.3576,0.2748,0.452046,0.7684,42,25.30541,41.62739945,0.8703,0.6513,1.0713885,0.7484,12,12,19.74,0.1687,0.1768,0.290836,1.0477,217,131.39081,216.1378825,4.4641,2.3804,3.915758,0.5332,3803,591.46375,972.9578688,10.4812,1.0852,1.785154,0.1035,,,,,,,,,,,,,,,,,,,,,,36,25.26262,41.5570099,1.3192,1.0603,1.7441935,0.8038,42,24.60183,40.47001035,4.1543,3.1866,5.241957,0.7671,12,12,19.74,0.7884,0.8323,1.3691335,1.0556
0101404,696,159.90907,263.0504202,0.3928,0.0971,0.1597295,0.2472,696,159.90907,263.0504202,4.1157,0.8811,1.4494095,0.2141,564,148.92341,244.9790095,1.0369,0.295,0.485275,0.2845,331,147.75748,243.0610546,0.2518,0.1143,0.1880235,0.4539,232,95.25086,156.6876647,0.816,0.3613,0.5943385,0.4428,16,16,26.32,2.1108,2.1933,3.6079785,1.0391,,,,,,,,,,,,,,,175,63.23046,104.0141067,1.5847,0.6484,1.066618,0.4092,42,42,69.09,1.4706,1.3375,2.2001875,0.9095,75,39.50029,64.97797705,1.0051,0.4919,0.8091755,0.4894,331,147.75748,243.0610546,3.9947,1.4513,2.3873885,0.3633,232,95.25086,156.6876647,4.209,1.7113,2.8150885,0.4066,16,16,26.32,2.7119,3.2241,5.3036445,1.1889,,,,,,,,,,,,,,,175,63.23046,104.0141067,5.105,2.3225,3.8205125,0.4549,42,42,69.09,4.2339,4.1852,6.884654,0.9885,75,37.85829,62.27688705,7.5226,3.3814,5.562403,0.4495
0101501,716,301.98374,496.7632523,0.5198,0.2161,0.3554845,0.4157,716,301.98374,496.7632523,6.9874,2.7431,4.5123995,0.3926,37,26.72928,43.9696656,0.1554,0.1099,0.1807855,0.7071,77,40.65263,66.87357635,0.0726,0.0384,0.063168,0.5285,304,165.79286,272.7292547,1.9927,1.0485,1.7247825,0.5262,,,,,,,,15,15,24.675,0.354,0.3505,0.5765725,0.99,,,,,,,,43,43,70.735,0.4751,0.5192,0.854084,1.0926,280,216.09257,355.4722777,5.8836,4.7794,7.862113,0.8123,40,40,65.8,0.5577,0.5746,0.945217,1.0303,77,40.65263,66.87357635,1.2027,0.6298,1.036021,0.5237,304,162.12615,266.6975168,16.7585,7.9461,13.0713345,0.4742,,,,,,,,15,15,24.675,5.4745,6.1737,10.1557365,1.1277,,,,,,,,43,43,70.735,2.776,3.0485,5.0147825,1.0982,280,210.9368,346.991036,32.4074,21.9804,36.157758,0.6783,40,40,65.8,4.4843,3.4063,5.6033635,0.7596
0101502,772,356.66129,586.7078221,0.5911,0.2693,0.4429985,0.4555,772,356.66129,586.7078221,6.4749,2.6829,4.4133705,0.4144,26,18.49816,30.4294732,0.1186,0.0854,0.140483,0.7199,547,280.51819,461.4524226,0.5322,0.2727,0.4485915,0.5124,128,75.9282,124.901889,0.7331,0.4683,0.7703535,0.6388,,,,,,,,,,,,,,,,,,,,,,349,349,574.105,2.9181,2.6693,4.3909985,0.9148,76,76,125.02,2.2505,2.3464,3.859828,1.0426,21,14.10674,23.2055873,0.3642,0.2603,0.4281935,0.7146,547,280.51819,461.4524226,6.1419,2.8892,4.752734,0.4704,128,75.34321,123.9395805,6.9414,4.3028,7.078106,0.6199,,,,,,,,,,,,,,,,,,,,,,349,349,574.105,17.8152,12.6624,20.829648,0.7108,76,76,125.02,14.7002,9.1425,15.0394125,0.6219,21,13.76849,22.64916605,3.3281,1.8027,2.9654415,0.5417
0101600,1708,507.465,834.779925,1.3309,0.3795,0.6242775,0.2852,1708,507.465,834.779925,8.7183,2.1501,3.5369145,0.2466,581,258.10128,424.5766056,1.9193,0.8021,1.3194545,0.4179,1261,493.03319,811.0395976,1.3858,0.5218,0.858361,0.3765,435,248.17497,408.2478257,1.4484,0.8553,1.4069685,0.5905,,,,,,,,,,,,,,,,,,,,,,25,20.86101,34.31636145,0.8213,0.6879,1.1315955,0.8376,3,3,4.935,0.2249,0.2049,0.3370605,0.9113,9,9,14.805,0.1738,0.1801,0.2962645,1.0367,1261,493.03319,811.0395976,9.9842,2.7966,4.600407,0.2801,435,248.17497,408.2478257,7.9934,4.6777,7.6948165,0.5852,,,,,,,,,,,,,,,,,,,,,,25,20.54264,33.7926428,5.3648,4.7946,7.887117,0.8937,3,3,4.935,1.1364,0.9432,1.551564,0.83,9,9,14.805,0.7826,0.7586,1.247897,0.9693
0101700,2330,672.67958,1106.557909,2.0612,0.5415,0.8907675,0.2627,2330,672.67958,1106.557909,10.2952,2.921,4.805045,0.2837,244,121.78968,200.3440236,0.8746,0.4256,0.700112,0.4866,481,249.67961,410.7229585,0.8407,0.3955,0.6505975,0.4704,1661,548.70451,902.618919,3.2558,1.0803,1.7770935,0.3318,1,1,1.645,0.3745,0.2646,0.435267,0.7065,,,,,,,,,,,,,,,3,3,4.935,0.1189,0.1023,0.1682835,0.8603,,,,,,,,187,97.57188,160.5057426,5.6581,2.2414,3.687103,0.3961,481,249.67961,410.7229585,10.5668,4.7655,7.8392475,0.451,1661,548.70451,902.618919,9.8716,3.4902,5.741379,0.3536,1,1,1.645,3.4483,6.6587,10.9535615,1.931,,,,,,,,,,,,,,,3,3,4.935,1.7544,2.1179,3.4839455,1.2072,,,,,,,,187,93.40771,153.655683,17.9463,9.1842,15.108009,0.5118
0101801,2650,638.22396,1049.878414,2.5632,0.6598,1.085371,0.2574,2650,638.22396,1049.878414,10.6537,2.6669,4.3870505,0.2503,2173,611.47474,1005.875947,4.445,1.3773,2.2656585,0.3098,138,85.46132,140.5838714,0.5548,0.3739,0.6150655,0.6741,2399,591.98365,973.8131043,3.4487,0.8619,1.4178255,0.2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,73.56568,121.0155436,1.884,1.2153,1.9991685,0.6451,138,85.46132,140.5838714,5.081,3.4184,5.623268,0.6728,2399,591.98365,973.8131043,11.8481,2.8311,4.6571595,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,73.1478,120.328131,9.217,6.3661,10.4722345,0.6907
0101802,681,380.63619,626.1465326,0.6602,0.3703,0.6091435,0.5609,681,380.63619,626.1465326,3.6895,1.8799,3.0924355,0.5095,317,152.25905,250.4661373,0.7625,0.3645,0.5996025,0.4781,82,69.93763,115.0474014,0.2238,0.1781,0.2929745,0.7959,599,385.49838,634.1448351,1.0956,0.6993,1.1503485,0.6383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,69.93763,115.0474014,3.9423,3.2378,5.326181,0.8213,599,385.49838,634.1448351,4.2299,2.5118,4.131911,0.5938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101901,1140,182.85613,300.7983339,1.1767,0.2394,0.393813,0.2035,1140,182.85613,300.7983339,9.7879,2.4339,4.0037655,0.2487,359,180.37209,296.7120881,1.9201,0.9477,1.5589665,0.4936,543,137.4108,226.040766,0.7731,0.2045,0.3364025,0.2645,371,185.04717,304.4025947,1.8101,1.0228,1.682506,0.5651,,,,,,,,,,,,,,,,,,,,,,110,87.73711,144.327546,3.4354,2.5598,4.210871,0.7451,23,23,37.835,2.0985,2.2124,3.639398,1.0542,203,117.1324,192.682798,4.8426,2.1969,3.6139005,0.4537,543,137.4108,226.040766,9.4189,3.2587,5.3605615,0.346,371,185.04717,304.4025947,8.9097,4.134,6.80043,0.464,,,,,,,,,,,,,,,,,,,,,,110,86.20325,141.8043463,9.3379,6.8924,11.337998,0.7381,23,23,37.835,5.0328,6.6298,10.906021,1.3173,203,112.46777,185.0094817,16.0983,6.4807,10.6607515,0.4026
