GEOID,DU_WeightedFrequency,StdErrWgtFreq,MOE_freq,DUpercent_prevalenceinPUMA,StdErrofRowPercent,MOE_percent,CV_Percent,Poordu_WeightedFrequency,Poordu_StdErrWgtFreq,Poordu_MOE_freq,Poordu_percent,Poordu_StdErrofRowPercent,Poordu_MOE_percent,Poordu_CV_Percent,Renter_DU_WeightedFrequency,Renter_StdErrWgtFreq,Renter_MOE_freq,Renter_percent,Renter_StdErrofRowPercent,Renter_MOE_percent,Renter_CV_Percent,White_DU_WeightedFrequency,White_StdErrWgtFreq,White_MOE_freq,White_percent,White_StdErrofRowPercent,White_MOE_percent,White_CV_Percent,Black_DU_WeightedFrequency,Black_StdErrWgtFreq,Black_MOE_freq,Black_percent,Black_StdErrofRowPercent,Black_MOE_percent,Black_CV_Percent,AIAN_DU_WeightedFrequency,AIAN_StdErrWgtFreq,AIAN_MOE_freq,AIAN_percent,AIAN_StdErrofRowPercent,AIAN_MOE_percent,AIAN_CV_Percent,Asian_DU_WeightedFrequency,Asian_StdErrWgtFreq,Asian_MOE_freq,Asian_percent,Asian_StdErrofRowPercent,Asian_MOE_percent,Asian_CV_Percent,NHOPI_DU_WeightedFrequency,NHOPI_StdErrWgtFreq,NHOPI_MOE_freq,NHOPI_percent,NHOPI_StdErrofRowPercent,NHOPI_MOE_percent,NHOPI_CV_Percent,Hispanic_DU_WeightedFrequency,Hispanic_StdErrWgtFreq,Hispanic_MOE_freq,Hispanic_percent,Hispanic_StdErrofRowPercent,Hispanic_MOE_percent,Hispanic_CV_Percent,Other_DU_WeightedFrequency,Other_StdErrWgtFreq,Other_MOE_freq,Other_percent,Other_StdErrofRowPercent,Other_MOE_percent,Other_CV_Percent,Multi_DU_WeightedFrequency,Multi_StdErrWgtFreq,Multi_MOE_freq,Multi_percent,Multi_StdErrofRowPercent,Multi_MOE_percent,Multi_CV_Percent,White_Poordu_WeightedFrequency,White_Poordu_StdErrWgtFreq,White_Poordu_MOE_freq,White_Poordu_percent,White_Poordu_StdErrofRowPercent,White_Poordu_MOE_percent,White_Poordu_CV_Percent,Black_Poordu_WeightedFrequency,Black_Poordu_StdErrWgtFreq,Black_Poordu_MOE_freq,Black_Poordu_percent,Black_Poordu_StdErrofRowPercent,Black_Poordu_MOE_percent,Black_Poordu_CV_Percent,AIAN_Poordu_WeightedFrequency,AIAN_Poordu_StdErrWgtFreq,AIAN_Poordu_MOE_freq,AIAN_Poordu_percent,AIAN_Poordu_StdErrofRowPercent,AIAN_Poordu_MOE_percent,AIAN_Poordu_CV_Percent,Asian_Poordu_WeightedFrequency,Asian_Poordu_StdErrWgtFreq,Asian_Poordu_MOE_freq,Asian_Poordu_percent,Asian_Poordu_StdErrofRowPercent,Asian_Poordu_MOE_percent,Asian_Poordu_CV_Percent,NHOPI_Poordu_WeightedFrequency,NHOPI_Poordu_StdErrWgtFreq,NHOPI_Poordu_MOE_freq,NHOPI_Poordu_percent,NHOPI_Poordu_StdErrofRowPercent,NHOPI_Poordu_MOE_percent,NHOPI_Poordu_CV_Percent,Hisp_Poordu_WeightedFrequency,Hisp_Poordu_StdErrWgtFreq,Hisp_Poordu_MOE_freq,Hisp_Poordu_percent,Hisp_Poordu_StdErrofRowPercent,Hisp_Poordu_MOE_percent,Hisp_Poordu_CV_Percent,Other_Poordu_WeightedFrequency,Other_Poordu_StdErrWgtFreq,Other_Poordu_MOE_freq,Other_Poordu_percent,Other_Poordu_StdErrofRowPercent,Other_Poordu_MOE_percent,Other_Poordu_CV_Percent,Multi_Poordu_WeightedFrequency,Multi_Poordu_StdErrWgtFreq,Multi_Poordu_MOE_freq,Multi_Poordu_percent,Multi_Poordu_StdErrofRowPercent,Multi_Poordu_MOE_percent,Multi_Poordu_CV_Percent
0607302,2240,1005,1653.225,1.8453,0.8081,1.3293245,0.4379,2240,1004,1651.58,13.5331,5.2222,8.590519,0.3859,717,351.61781,578.4112975,2.3007,1.1008,1.810816,0.4784,731,351.6357,578.4407265,0.9452,0.4522,0.743869,0.4784,,,,,,,,63,20.87568,34.3404936,1.8733,0.6435,1.0585575,0.3435,,,,,,,,,,,,,,,1739,988.34197,1625.822541,4.2295,2.2575,3.7135875,0.5338,134,60.92834,100.2271193,1.1675,0.534,0.87843,0.4574,1312,941.22803,1548.320109,5.6399,3.7841,6.2248445,0.671,731,350.53984,576.6380368,8.1222,3.6933,6.0754785,0.4547,,,,,,,,63,20.19563,33.22181135,13.3192,4.555,7.492975,0.342,,,,,,,,,,,,,,,1739,982.28419,1615.857493,19.5021,8.771,14.428295,0.4497,134,56.93242,93.6538309,8.2563,3.6382,5.984839,0.4407,1312,935.59114,1539.047425,28.2272,14.5922,24.004169,0.517
0607306,2247,414.86022,682.4450619,1.6268,0.2956,0.486262,0.1817,2247,414.86022,682.4450619,8.3035,1.4218,2.338861,0.1712,1899,405.26723,666.6645934,3.1272,0.6449,1.0608605,0.2062,918,291.82822,480.0574219,1.3724,0.4171,0.6861295,0.3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056,415.42965,683.3817743,2.8322,0.5463,0.8986635,0.1929,892,248.75579,409.2032746,3.7933,0.9821,1.6155545,0.2589,437,216.42554,356.0200133,1.2682,0.6221,1.0233545,0.4905,918,290.98417,478.6689597,7.693,1.941,3.192945,0.2523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056,403.44079,663.6600996,10.5306,1.9437,3.1973865,0.1846,892,233.31363,383.8009214,15.8606,3.5549,5.8478105,0.2241,437,214.33434,352.5799893,5.2568,2.6382,4.339839,0.5019
0607307,1287,678.24797,1115.717911,1.1396,0.598,0.98371,0.5248,1287,676.82399,1113.375464,10.2623,4.8595,7.9938775,0.4735,252,127.79015,210.2147968,0.8514,0.436,0.71722,0.5121,999,495.29831,814.76572,1.1925,0.5884,0.967918,0.4934,189,189,310.905,11.3514,10.3516,17.028382,0.9119,2,2,3.29,0.1988,0.2008,0.330316,1.0101,,,,,,,,10,10,16.45,3.9216,4.7193,7.7632485,1.2034,755,550.68317,905.8738147,2.5291,1.8151,2.9858395,0.7177,68,49.48223,81.39826835,0.8773,0.6055,0.9960475,0.6901,19,19,31.255,0.1222,0.1164,0.191478,0.952,999,493.8727,812.4205915,12.413,5.364,8.82378,0.4321,189,189,310.905,68.9781,23.664,38.92728,0.3431,2,2,3.29,2.0833,1.6107,2.6496015,0.7732,,,,,,,,10,0,0,100,0,0,0,755,548.01495,901.4845928,15.7324,9.4367,15.5233715,0.5998,68,48.91874,80.4713273,3.1569,1.9364,3.185378,0.6134,19,19,31.255,1.0771,1.131,1.860495,1.05
0607308,492,185.73302,305.5308179,0.3884,0.147,0.241815,0.3784,492,185.10833,304.5032029,5.0214,1.8737,3.0822365,0.3731,193,144.25727,237.3032092,0.5811,0.4346,0.714917,0.7478,206,117.01876,192.4958602,0.2814,0.1599,0.2630355,0.5683,,,,,,,,,,,,,,,63,36.36821,59.82570545,0.2205,0.1281,0.2107245,0.581,,,,,,,,223,146.91184,241.6699768,1.3627,0.8971,1.4757295,0.6583,191,145.47995,239.3145178,3.4377,2.6133,4.2988785,0.7602,32,22.64041,37.24347445,0.2024,0.145,0.238525,0.7165,206,116.68555,191.9477298,3.7489,2.1055,3.4635475,0.5616,,,,,,,,,,,,,,,63,35.83705,58.95194725,3.8556,2.2462,3.694999,0.5826,,,,,,,,223,144.36585,237.4818233,9.6412,6.3611,10.4640095,0.6598,191,141.82031,233.29441,13.5943,11.4519,18.8383755,0.8424,32,22.2441,36.5915445,3.9264,2.8736,4.727072,0.7319
0607310,459,138.51851,227.862949,0.2985,0.0903,0.1485435,0.3023,459,138.51851,227.862949,2.7525,0.7926,1.303827,0.288,184,93.60292,153.9768034,0.2284,0.115,0.189175,0.5034,331,113.6591,186.9692195,0.2794,0.0959,0.1577555,0.3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,90.42765,148.7534843,0.7094,0.404,0.66458,0.5694,,,,,,,,128,86.57469,142.4153651,0.6941,0.4645,0.7641025,0.6692,331,113.56975,186.8222388,3.0317,0.9995,1.6441775,0.3297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,89.74433,147.6294229,4.1281,2.0284,3.336718,0.4914,,,,,,,,128,86.11288,141.6556876,4.2091,2.6342,4.333259,0.6258
0607311,1093,527.34749,867.4866211,0.8916,0.428,0.70406,0.4801,1093,526.16382,865.5394839,9.7711,4.2636,7.013622,0.4363,859,516.2177,849.1781165,2.2345,1.311,2.156595,0.5867,101,70.88764,116.6101678,0.1771,0.1249,0.2054605,0.7054,,,,,,,,,,,,,,,756,501.34203,824.7076394,1.6233,1.0543,1.7343235,0.6495,,,,,,,,185,165.29973,271.9180559,1.4951,1.3131,2.1600495,0.8783,20,14.06368,23.1347536,0.463,0.3302,0.543179,0.7132,216,171.9508,282.859066,1.6511,1.2862,2.115799,0.779,101,70.71693,116.3293499,2.2325,1.4999,2.4673355,0.6718,,,,,,,,,,,,,,,756,499.20209,821.1874381,17.6265,9.8666,16.230557,0.5598,,,,,,,,185,164.67544,270.8910988,8.5529,6.8838,11.323851,0.8048,20,13.31353,21.90075685,4.0568,2.9634,4.874793,0.7305,216,169.18587,278.3107562,15.0418,9.9396,16.350642,0.6608
0607312,1298,371.9022,611.779119,1.2381,0.3347,0.5505815,0.2703,1298,371.9022,611.779119,6.004,1.4914,2.453353,0.2484,1074,360.08059,592.3325706,1.7147,0.5339,0.8782655,0.3114,223,130.18721,214.1579605,0.5029,0.2928,0.481656,0.5821,55,33.88683,55.74383535,2.1426,1.3718,2.256611,0.6403,55,55,90.475,14.2487,12.579,20.692455,0.8828,649,311.45728,512.3472256,1.7136,0.8009,1.3174805,0.4674,,,,,,,,403,176.70822,290.6850219,2.3569,1.0605,1.7445225,0.45,223,142.42776,234.2936652,3.7025,2.2634,3.723293,0.6113,93,62.90469,103.4782151,0.6987,0.4897,0.8055565,0.7009,223,130.10544,214.0234488,3.4134,1.9711,3.2424595,0.5775,55,31.77735,52.27374075,19.6429,11.6506,19.165237,0.5931,55,55,90.475,44,25.2146,41.478017,0.5731,649,310.34003,510.5093494,7.2897,3.136,5.15872,0.4302,,,,,,,,403,174.1164,286.421478,7.9284,3.7314,6.138153,0.4706,223,140.53588,231.1815226,12.4581,6.1513,10.1188885,0.4938,93,62.5692,102.926334,2.3724,1.7704,2.912308,0.7463
0607313,2773,679.66297,1118.045586,1.5163,0.3595,0.5913775,0.2371,2773,678.54503,1116.206574,8.0121,1.808,2.97416,0.2257,1871,588.3062,967.763699,2.1783,0.658,1.08241,0.3021,958,313.66963,515.9865414,0.7941,0.2562,0.421449,0.3226,301,241.13921,396.6740005,3.2732,2.5491,4.1932695,0.7788,,,,,,,,147,75.5894,124.344563,1.9517,1.009,1.659805,0.517,,,,,,,,826,356.98139,587.2343866,1.7473,0.7433,1.2227285,0.4254,647,316.50831,520.65617,4.3217,2.0031,3.2950995,0.4635,720,340.1258,559.506941,2.5962,1.2024,1.977948,0.4631,958,313.39512,515.5349724,4.508,1.3346,2.195417,0.296,301,238.94225,393.0600013,13.961,9.3254,15.340283,0.668,,,,,,,,147,71.60234,117.7858493,15.7556,7.5402,12.403629,0.4786,,,,,,,,826,354.63646,583.3769767,9.8875,3.999,6.578355,0.4045,647,310.1566,510.207607,20.7905,8.7644,14.417438,0.4216,720,334.77235,550.7005158,10.9589,4.8808,8.028916,0.4454
0607314,1731,944.88423,1554.334558,1.0902,0.5849,0.9621605,0.5364,1731,944.65036,1553.949842,7.3974,3.7763,6.2120135,0.5105,1188,887.25988,1459.542503,1.7586,1.2855,2.1146475,0.731,585,344.85798,567.2913771,0.5793,0.3339,0.5492655,0.5765,49,34.44706,56.6654137,0.4949,0.3491,0.5742695,0.7054,,,,,,,,29,20.95654,34.4735083,0.2146,0.1551,0.2551395,0.7228,,,,,,,,1128,890.4711,1464.82496,3.1642,2.4137,3.9705365,0.7628,141,91.88183,151.1456104,1.4599,0.9652,1.587754,0.6611,927,886.35437,1458.052939,3.867,3.4991,5.7560195,0.9049,585,344.78996,567.1794842,4.3423,2.4168,3.975636,0.5566,49,33.95585,55.85737325,1.6029,1.2627,2.0771415,0.7878,,,,,,,,29,20.73088,34.1022976,1.6075,1.098,1.80621,0.683,,,,,,,,1128,889.11271,1462.590408,20.4385,12.6904,20.875708,0.6209,141,90.48714,148.8513453,8.9581,5.5216,9.083032,0.6164,927,885.84052,1457.207655,27.0736,18.4657,30.3760765,0.6821
0607315,2296,753.76373,1239.941336,1.4178,0.4592,0.75538400000000006,0.3239,2296,753.10799,1238.862644,10.0092,3.003,4.939935,0.3,973,351.77276,578.6661902,1.1661,0.4101,0.6746145,0.3517,340,126.93602,208.8097529,0.3606,0.1323,0.2176335,0.367,82,61.29483,100.8299954,1.2323,0.8905,1.4648725,0.7226,,,,,,,,371,191.02102,314.2295779,1.5296,0.7789,1.2812905,0.5092,,,,,,,,1343,699.57276,1150.79719,3.4072,1.7175,2.8252875,0.5041,487,300.70515,494.6599718,5.0206,2.9196,4.802742,0.5815,1016,644.40358,1060.043889,3.9959,2.4483,4.0274535,0.6127,340,126.6813,208.3907385,3.3213,1.1332,1.864114,0.3412,82,60.24948,99.1103946,6.0921,3.8149,6.2755105,0.6262,,,,,,,,371,189.17694,311.1960663,7.7019,3.8093,6.2662985,0.4946,,,,,,,,1343,695.83531,1144.649085,17.7528,7.6574,12.596423,0.4313,487,295.77948,486.5572446,20.5746,10.5618,17.374161,0.5133,1016,640.35702,1053.387298,25.381,11.3745,18.7110525,0.4482
0607316,1845,416.97713,685.9273789,1.1117,0.2402,0.395129,0.2161,1845,416.16262,684.5875099,6.1562,1.1861,1.9511345,0.1927,1326,349.66618,575.2008661,1.1616,0.2941,0.4837945,0.2532,425,182.04972,299.4717894,0.4214,0.1808,0.297416,0.429,123,123,202.335,1.3632,1.3189,2.1695905,0.9675,,,,,,,,158,139.14152,228.8878004,1.5184,1.3261,2.1814345,0.8734,,,,,,,,1286,358.99788,590.5515126,2.3195,0.5904,0.971208,0.2545,540,250.93745,412.7921053,2.9785,1.3435,2.2100575,0.4511,599,226.58565,372.7333943,2.4053,0.8451,1.3901895,0.3514,425,181.87691,299.187517,2.9359,1.2498,2.055921,0.4257,123,123,202.335,6.9649,6.5147,10.7166815,0.9354,,,,,,,,158,138.85837,228.4220187,10.9494,8.8572,14.570094,0.8089,,,,,,,,1286,357.6161,588.2784845,8.1459,1.8088,2.975476,0.2221,540,248.75217,409.1973197,9.1309,3.8583,6.3469035,0.4225,599,221.83317,364.9155647,10.4812,2.9262,4.813599,0.2792
0607317,5555,914.64482,1504.590729,3.414,0.5489,0.9029405,0.1608,5555,911.19049,1498.908356,13.3035,1.8173,2.9894585,0.1366,4342,706.82179,1162.721845,4.1548,0.6676,1.098202,0.1607,1415,432.86081,712.0560325,2.189,0.6463,1.0631635,0.2953,664,252.18526,414.8447527,3.6711,1.3555,2.2297975,0.3692,40,27.71281,45.58757245,2.2701,1.5028,2.472106,0.662,857,211.70825,348.2600713,3.7023,0.9137,1.5030365,0.2468,221,221,363.545,27.8689,21.6806,35.664587,0.778,3135,632.93502,1041.178108,4.8129,0.9187,1.5112615,0.1909,1032,333.74031,549.00281,4.5111,1.4472,2.380644,0.3208,1326,422.68918,695.3237011,4.25,1.2987,2.1363615,0.3056,1415,430.51477,708.1967967,10.2559,2.6341,4.3330945,0.2568,664,248.63727,409.0083092,9.8022,3.4179,5.6224455,0.3487,40,26.83282,44.1399889,7.1685,4.4288,7.285376,0.6178,857,205.49741,338.0432395,11.1924,2.1809,3.5875805,0.1949,221,221,363.545,43.8492,31.1363,51.2192135,0.7101,3135,614.63776,1011.079115,18.5932,2.7767,4.5676715,0.1493,1032,319.3397,525.3138065,17.1914,4.1439,6.8167155,0.241,1326,411.64984,677.1639868,20.5168,4.8514,7.980553,0.2365
0607322,3371,627.38206,1032.043489,2.5547,0.4532,0.745514,0.1774,3371,623.64268,1025.892209,13.4641,1.8764,3.086678,0.1394,2519,578.14181,951.0432775,3.8561,0.8397,1.3813065,0.2178,1586,546.08599,898.3114536,3.3889,1.0807,1.7777515,0.3189,141,93.18606,153.2910687,2.4556,1.5899,2.6153855,0.6475,38,26.57442,43.7149209,2.9141,2.0477,3.3684665,0.7027,69,58.86739,96.83685655,0.5772,0.4896,0.805392,0.8483,,,,,,,,2922,618.77223,1017.880318,3.14,0.6385,1.0503325,0.2034,545,201.50395,331.4739978,2.1325,0.7415,1.2197675,0.3477,992,240.68732,395.9306414,2.4781,0.5797,0.9536065,0.2339,1586,539.3116,887.167582,16.9989,4.1709,6.8611305,0.2454,141,90.79939,149.3649966,8.0617,5.399,8.881355,0.6697,38,23.48404,38.6312458,13.8686,12.3947,20.3892815,0.8937,69,58.61675,96.42455375,4.9855,4.2165,6.9361425,0.8457,,,,,,,,2922,615.95566,1013.247061,14.3503,2.404,3.95458,0.1675,545,196.59643,323.4011274,13.4734,4.1041,6.7512445,0.3046,992,233.7768,384.562836,12.0549,2.7083,4.4551535,0.2247
0607323,1566,376.88125,619.9696563,1.3778,0.3293,0.5416985,0.239,1566,374.88568,616.6869436,9.9771,2.1321,3.5073045,0.2137,806,206.07315,338.9903318,1.6282,0.4117,0.6772465,0.2529,706,266.19879,437.8970096,1.1811,0.4332,0.712614,0.3668,,,,,,,,34,20.08165,33.03431425,2.1478,1.0692,1.758834,0.4978,33,23.24712,38.2415124,0.6062,0.426,0.70077,0.7027,,,,,,,,1193,343.38218,564.8636861,2.1604,0.6169,1.0148005,0.2856,301,192.51969,316.6948901,2.4507,1.5435,2.5390575,0.6298,492,160.73663,264.4117564,1.6076,0.5054,0.831383,0.3144,706,263.77236,433.9055322,9.8206,3.3887,5.5744115,0.3451,,,,,,,,34,18.60108,30.5987766,17.0854,7.2221,11.8803545,0.4227,33,22.44994,36.9301513,4.955,3.2589,5.3608905,0.6577,,,,,,,,1193,335.75498,552.3169421,11.4966,2.9585,4.8667325,0.2573,301,189.33324,311.4531798,19.8942,9.7474,16.034473,0.49,492,154.18361,253.6320385,8.6044,2.3233,3.8218285,0.27
0607324,1052,401.61695,660.6598828,0.8078,0.2955,0.4860975,0.3658,1052,400.85193,659.4014249,6.2686,1.9381,3.1881745,0.3092,804,349.76366,575.3612207,1.7966,0.7327,1.2052915,0.4078,386,137.97626,226.9709477,0.4163,0.1472,0.242144,0.3535,31,22.13143,36.40620235,1.7714,1.2879,2.1185955,0.7271,207,146.30553,240.6725969,28.6307,10.0952,16.606604,0.3526,23,23,37.835,0.184,0.186,0.30597,1.0109,,,,,,,,691,347.79894,572.1292563,3.0194,1.4332,2.357614,0.4747,344,302.57615,497.7377668,7.0651,5.4909,9.0325305,0.7772,61,43.80505,72.05930725,0.35,0.2469,0.4061505,0.7054,386,137.44965,226.1046743,3.5329,1.1044,1.816738,0.3126,31,21.16601,34.81808645,5.709,4.6519,7.6523755,0.8148,207,113.93419,187.4217426,45.3947,7.6775,12.6294875,0.1691,23,23,37.835,1.4715,1.5732,2.587914,1.0691,,,,,,,,691,337.77819,555.6451226,11.4045,4.4223,7.2746835,0.3878,344,299.8344,493.227588,27.9221,12.4361,20.4573845,0.4454,61,43.25506,71.1545737,2.9583,2.0879,3.4345955,0.7058
0607325,945,211.27031,347.53966,0.7695,0.1729,0.2844205,0.2247,945,210.41235,346.1283158,4.8372,1.1206,1.843387,0.2317,795,197.68754,325.1960033,1.7554,0.4307,0.7085015,0.2454,224,89.67768,147.5197836,0.3114,0.1224,0.201348,0.3931,53,53,87.185,2.9625,2.9828,4.906706,1.0069,10,10,16.45,1.0593,1.018,1.67461,0.961,38,28.47256,46.8373612,0.2958,0.2185,0.3594325,0.7388,,,,,,,,684,175.52199,288.7336736,1.5693,0.4053,0.6667185,0.2583,372,114.50737,188.3646237,2.8735,0.9128,1.501556,0.3177,248,119.21473,196.1082309,1.1179,0.5328,0.876456,0.4766,224,89.41511,147.087856,2.0349,0.8045,1.3234025,0.3954,53,53,87.185,16.6667,15.5773,25.6246585,0.9346,10,10,16.45,4.3668,3.8649,6.3577605,0.8851,38,27.98739,46.03925655,3.204,2.5102,4.129279,0.7834,,,,,,,,684,173.43908,285.3072866,7.4852,1.8641,3.0664445,0.249,372,109.20462,179.6415999,11.7498,3.2092,5.279134,0.2731,248,116.56316,191.7463982,6.8338,3.1375,5.1611875,0.4591
0607326,717,189.40796,311.5760942,0.4241,0.1111,0.1827595,0.2621,717,188.58645,310.2247103,4.919,1.289,2.120405,0.262,288,112.75959,185.4895256,0.6029,0.2344,0.385588,0.3888,248,131.12976,215.7084552,0.2245,0.1184,0.194768,0.5274,,,,,,,,,,,,,,,175,78.72084,129.4957818,0.6074,0.2681,0.4410245,0.4414,,,,,,,,273,111.85421,184.0001755,1.2406,0.5189,0.8535905,0.4183,183,105.08736,172.8687072,3.5673,1.9299,3.1746855,0.541,111,54.90074,90.3117173,0.4981,0.2504,0.411908,0.5028,248,131.02001,215.5279165,3.6057,1.7802,2.928429,0.49370000000000003,,,,,,,,,,,,,,,175,76.92512,126.5418224,6.448,2.7871,4.5847795,0.4322,,,,,,,,273,107.63702,177.0628979,6.25,3.1708,5.215966,0.5073,183,101.56953,167.0818769,12.5342,7.0218,11.550861,0.5602,111,53.1561,87.4417845,3.2676,2.0909,3.4395305,0.6399
0607327,3815,573.50872,943.4218444,2.6262,0.372,0.61194,0.1417,3815,570.89731,939.126075,14.7497,1.7583,2.8924035,0.1192,2060,418.31685,688.1312183,3.4383,0.6781,1.1154745,0.1972,1188,391.00572,643.2044094,3.0343,0.9509,1.5642305,0.3134,602,224.9166,369.987807,2.9022,1.0901,1.7932145,0.3756,39,33.30405,54.78516225,2.4762,2.0267,3.3339215,0.8185,208,71.34593,117.3640549,0.7435,0.2486,0.408947,0.3343,155,155,254.975,8.2667,6.6447,10.9305315,0.8038,2323,428.63181,705.0993275,3.05,0.5542,0.911659,0.1817,1072,266.06219,437.6723026,3.8883,0.9671,1.5908795,0.2487,551,165.92512,272.9468224,2.0992,0.5964,0.981078,0.2841,1188,385.97567,634.9299772,15.1744,4.1904,6.893208,0.2761,602,220.54166,362.7910307,12.2457,4.2073,6.9210085,0.3436,39,30.44667,50.08477215,20.7447,5.3235,8.7571575,0.2566,208,68.70153,113.0140169,8.5879,2.8636,4.710622,0.3334,155,155,254.975,38.3663,30.7545,50.5911525,0.8016,2323,424.66507,698.5740402,15.059,2.4856,4.088812,0.1651,1072,256.08485,421.2595783,17.7366,3.8696,6.365492,0.2182,551,160.64155,264.2553498,13.5647,3.0428,5.005406,0.2243
0607328,2128,406.47149,668.6456011,1.6278,0.299,0.491855,0.1837,2128,405.34238,666.7882151,11.4084,1.9496,3.207092,0.1709,1310,314.3113,517.0420885,2.8095,0.6277,1.0325665,0.2234,912,351.68571,578.522993,1.3946,0.4991,0.8210195,0.3579,356,169.83054,279.3712383,2.8196,1.2971,2.1337295,0.46,,,,,,,,131,71.90641,118.2860445,1.368,0.7102,1.168279,0.5191,12,12,19.74,2.2684,2.4616,4.049332,1.0852,1113,267.37156,439.8262162,2.2683,0.5261,0.8654345,0.2319,435,139.90091,230.136997,2.4013,0.7842,1.290009,0.3266,282,120.98365,199.0181043,1.2348,0.5303,0.8723435,0.4295,912,349.52191,574.963542,10.4384,3.1747,5.2223815,0.3041,356,162.84176,267.8746952,11.6378,5.2877,8.6982665,0.4544,,,,,,,,131,68.26807,112.3009752,13.9957,7.1436,11.751222,0.5104,12,12,19.74,20,32,52.64,1.6,1113,261.39045,429.9872903,14.7242,2.9137,4.7930365,0.1979,435,133.20651,219.124709,11.9113,3.6347,5.9790815,0.3051,282,116.19283,191.1372054,13.9742,4.787,7.874615,0.3426
0607329,1164,302.01555,496.8155798,0.6822,0.1809,0.2975805,0.2652,1164,300.65398,494.5757971,6.9335,1.7513,2.8808885,0.2526,507,201.38078,331.2713831,1.2016,0.485,0.797825,0.4037,396,146.03573,240.2287759,0.7346,0.2717,0.4469465,0.3698,114,92.73002,152.5408829,1.0988,0.8839,1.4540155,0.8045,,,,,,,,202,124.79409,205.2862781,0.5608,0.35,0.57575,0.6242,,,,,,,,831,242.29844,398.5809338,0.9795,0.2872,0.472444,0.2932,234,110.3441,181.5160445,0.9386,0.4333,0.7127785,0.4617,218,112.50739,185.0746566,0.4952,0.2603,0.4281935,0.5256,396,142.90005,235.0705823,11.2309,3.6382,5.984839,0.3239,114,91.68424,150.8205748,5.8522,4.1642,6.850109,0.7116,,,,,,,,202,123.11301,202.5209015,7.666,4.2181,6.9387745,0.5502,,,,,,,,831,239.84315,394.5419818,8.4675,2.3922,3.935169,0.2825,234,106.78733,175.6651579,5.9031,2.4619,4.0498255,0.417,218,111.07526,182.7188027,4.9022,2.6062,4.287199,0.5316
0607330,4438,718.06318,1181.213931,2.5537,0.4063,0.6683635,0.1591,4438,718.06318,1181.213931,12.1201,1.6622,2.734319,0.1371,3003,570.84632,939.0421964,3.0694,0.5676,0.933702,0.1849,1337,337.90147,555.8479182,2.1784,0.5274,0.867573,0.2421,305,267.63781,440.2641975,4.6163,3.664,6.02728,0.7937,6,6,9.87,0.275,0.2844,0.467838,1.0341,176,77.98959,128.2928756,1.1376,0.5106,0.839937,0.4488,,,,,,,,3657,555.37115,913.5855418,2.9007,0.4214,0.693203,0.1453,1255,395.08548,649.9156146,3.6036,1.0281,1.6912245,0.2853,1359,331.54686,545.3945847,2.5817,0.5971,0.9822295,0.2313,1337,333.88379,549.2388346,11.277,2.4132,3.969714,0.214,305,267.01059,439.2324206,12.1951,7.7027,12.6709415,0.6316,6,6,9.87,1.1278,1.339,2.202655,1.1873,176,76.4167,125.7054715,7.6256,3.1644,5.205438,0.415,,,,,,,,3657,552.8945,909.5114525,12.9653,1.6567,2.7252715,0.1278,1255,389.08469,640.0443151,15.4671,3.9214,6.450703,0.2535,1359,322.74293,530.9121199,12.1339,2.2984,3.780868,0.1894
0607507,2222,494.83676,814.0064702,2.0315,0.4378,0.720181,0.2155,2222,491.7483,808.9259535,12.7059,2.2916,3.769682,0.1804,1357,414.30509,681.5318731,3.3489,1.0025,1.6491125,0.2994,181,138.18749,227.3184211,1.1212,0.8254,1.357783,0.7362,686,265.6253,436.9536185,5.5895,2.0673,3.4007085,0.3699,,,,,,,,928,264.57776,435.2304152,1.728,0.4697,0.7726565,0.2718,47,39.37427,64.77067415,4.0068,3.4001,5.5931645,0.8486,493,205.59356,338.2014062,1.7568,0.7016,1.154132,0.3994,231,123.7544,203.575988,1.4186,0.7588,1.248226,0.5349,149,107.97598,177.6204871,1.614,1.1154,1.834833,0.6911,181,137.36835,225.9709358,9.3443,6.6603,10.9561935,0.7128,686,260.12296,427.9022692,15.0439,4.9026,8.064777,0.3259,,,,,,,,928,257.50011,423.587681,14.5455,3.1675,5.2105375,0.2178,47,38.93156,64.0424162,12.5668,10.9032,17.935764,0.8676,493,198.28277,326.1751567,11.8967,4.496,7.39592,0.3779,231,119.38811,196.393441,8.9709,4.5303,7.4523435,0.505,149,107.06572,176.1231094,9.8806,6.7293,11.0696985,0.6811
